Sensor0,Sensor1,Sensor2,Sensor3,Sensor4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,291,322,319
324,349,361,324,320
324,347,450,324,319
326,349,273,322,319
326,348,362,323,322
328,348,435,322,320
328,347,269,322,325
320,349,370,322,320
328,351,425,322,322
326,353,267,321,324
327,351,380,322,321
326,352,413,322,320
323,358,265,322,320
324,355,390,325,321
325,352,400,324,319
325,355,264,327,320
322,355,402,328,319
323,354,389,328,319
324,354,265,331,320
323,353,415,330,320
321,354,380,332,321
324,355,268,331,321
320,353,431,332,324
322,353,373,333,323
320,355,271,333,321
318,356,441,335,320
318,357,364,334,322
318,356,273,334,321
315,358,448,336,321
313,359,355,336,323
314,359,274,336,319
313,358,458,338,321
313,356,348,340,321
314,358,278,340,321
314,356,462,339,322
313,354,340,339,322
315,357,283,341,323
314,351,465,341,324
313,355,330,338,326
315,356,287,342,326
310,356,464,342,323
311,356,319,342,324
