Sensor2

497
491
493
491
495
497
491
493
491
495
495
494
495
496
492
494
491
493
495
495
494
494
492
495
494
492
493
492
496
493
492
493
493
493
496
494
495
495
494
494
495
493
497
496
496
497
496
494
491
489
489
488
488
490
489
491
492
491
491
490
489
491
490
493
491
491
491
489
489
491
490
493
492
493
493
490
490
493
493
494
493
493
493
492
492
494
491
491
494
492
491
493
491
491
492
492
494
491
493
493
493
493
492
492
494
493
500
500
503
505
500
502
500
492
501
498
493
498
492
499
496
495
500
494
493
497
494
494
494
494
494
496
493
495
496
492
495
494
493
494
493
495
495
492
495
492
492
493
495
495
493
493
495
496
493
493
492
495
494
493
495
492
492
493
492
495
493
493
495
491
491
496
493
492
493
491
492
494
491
492
492
493
492
492
493
492
492
492
492
495
493
492
494
491
493
495
493
494
493
492
495
493
491
494
494
491
492
494
495
490
491
494
494
495
492
491
493
493
492
493
494
492
493
491
492
492
491
493
496
495
494
493
498
496
493
493
495
494
495
495
494
491
485
495
499
495
488
493
493
492
495
495
492
494
493
493
495
492
493
493
492
492
494
495
495
492
493
492
494
494
493
493
494
492
493
494
493
495
494
494
493
492
493
493
494
494
493
493
494
492
493
492
492
494
494
493
494
492
492
496
494
492
494
493
493
493
494
495
494
493
492
492
492
493
493
491
493
492
494
493
490
495
492
495
494
491
495
494
493
493
492
496
493
492
495
494
495
493
496
494
495
496
499
494
495
495
495
489
496
493
494
492
492
495
494
494
494
491
492
493
493
494
490
492
494
494
492
493
495
495
494
493
493
492
493
493
506
493
493
494
494
494
492
611
494
491
492
492
495
492
492
497
493
493
494
494
494
492
492
492
494
494
494
493
493
494
493
496
495
495
495
494
496
496
494
496
496
496
494
496
495
494
495
496
494
497
497
497
496
495
496
495
497
496
496
497
497
495
495
497
495
495
495
493
496
496
495
496
496
497
495
497
494
495
497
497
498
495
494
499
494
496
494
492
490
494
494
494
493
496
493
495
490
492
496
491
495
490
495
494
493
492
491
492
494
493
490
492
492
491
492
491
490
491
492
490
490
492
492
494
493
493
491
493
491
492
492
491
493
493
491
492
492
493
493
492
492
493
493
495
491
492
492
491
493
492
491
490
492
492
494
492
494
492
492
494
494
492
492
492
492
492
490
494
491
493
491
486
494
493
493
494
491
493
495
492
495
494
491
496
495
493
495
494
493
493
497
492
497
489
494
490
493
494
489
488
493
495
497
493
493
494
492
491
492
492
493
493
491
491
491
492
492
489
493
488
491
494
491
492
493
492
492
491
492
493
493
493
493
491
494
487
498
493
495
475
471
111
899
525
118
906
171
100
920
120
611
783
104
909
376
101
900
124
172
920
127
866
587
103
900
203
96
903
110
877
522
104
908
183
100
905
124
654
762
122
901
341
99
909
123
681
723
128
892
310
107
914
125
294
919
117
890
511
96
920
111
364
918
124
900
477
108
911
151
98
909
126
898
431
103
917
150
92
867
117
887
406
106
914
125
108
919
120
805
614
118
913
221
102
901
119
515
856
107
901
407
111
892
107
901
407
111
892
503
497
493
494
491
487
488
489
490
490
489
489
489
492
494
492
493
494
492
494
492
493
492
493
495
493
493
493
493
493
492
493
493
493
495
495
493
494
495
494
495
493
492
496
490
493
495
494
495
494
496
505
497
635
487
487
488
486
492
493
509
482
495
503
460
494
497
489
497
496
497
480
500
501
510
500
489
497
496
498
496
494
495
493
487
493
503
492
484
484
487
489
488
488
491
491
489
489
490
490
492
491
493
490
493
493
493
495
492
493
493
492
493
492
492
491
494
493
495
491
492
491
490
492
491
494
494
492
494
494
492
494
491
491
493
490
493
492
494
494
493
494
494
493
496
498
496
501
494
498
495
498
496
508
509
520
534
513
528
473
478
491
514
504
505
491
504
490
499
497
491
495
494
494
495
491
491
491
492
491
491
494
492
492
495
493
493
493
493
493
493
494
494
493
493
494
496
494
494
494
494
493
494
494
494
496
494
492
493
494
492
493
493
491
494
493
492
491
493
491
492
491
491
492
493
491
493
491
491
492
493
492
488
499
493
494
509
503
496
492
490
494
492
496
500
502
511
490
520
507
496
492
496
494
494
494
494
490
491
491
491
490
489
492
488
490
492
490
490
490
491
490
494
492
495
493
494
492
493
493
492
492
495
492
494
495
493
492
493
494
495
495
492
493
495
494
493
492
491
492
495
493
494
494
490
493
492
492
493
491
493
491
493
492
492
492
492
492
493
491
492
498
492
498
494
491
495
499
493
491
506
497
484
513
508
493
508
499
492
499
488
504
493
496
492
494
494
492
493
492
493
494
492
492
491
487
489
490
492
490
491
494
491
492
494
492
493
495
492
492
492
495
495
491
492
493
493
494
493
496
493
494
494
495
494
495
492
492
492
493
491
493
494
493
492
493
492
490
492
492
492
491
492
491
492
491
492
493
493
492
492
492
495
497
497
502
499
505
494
496
489
502
505
511
509
518
491
496
501
497
501
497
499
496
498
495
496
496
494
493
493
492
493
492
493
494
494
494
494
490
494
494
496
494
495
496
495
495
493
494
496
492
496
494
495
494
496
494
495
492
492
495
494
494
493
493
493
492
492
493
492
491
490
491
490
491
493
493
491
492
493
491
491
493
489
492
492
491
492
492
495
491
491
493
492
493
494
492
493
496
493
496
495
496
497
494
499
500
493
490
491
502
507
501
502
502
514
495
486
497
495
506
501
490
506
502
494
496
499
495
494
493
492
492
491
491
492
492
493
491
488
494
492
492
492
493
492
493
493
492
493
492
493
491
489
491
494
493
491
493
494
491
493
492
495
493
494
492
494
494
493
492
493
492
494
495
492
493
493
492
491
495
493
494
495
494
493
494
494
492
495
494
493
493
493
494
495
497
494
493
497
489
495
489
489
491
490
496
509
503
501
493
505
505
515
501
481
482
497
483
493
496
496
497
496
493
494
493
494
489
492
491
489
490
491
491
493
489
492
493
494
492
492
491
494
492
493
492
494
492
493
493
490
495
493
494
494
494
495
496
494
490
493
494
490
494
492
492
492
492
492
493
492
492
490
490
493
492
492
491
492
492
494
491
492
492
491
493
491
491
494
492
496
505
489
483
500
498
507
507
488
515
492
491
511
496
506
498
497
495
491
496
494
491
494
492
492
491
491
490
489
493
493
491
492
492
491
493
493
494
494
491
493
492
493
493
492
495
491
492
494
495
494
492
492
495
493
492
492
492
494
491
490
492
491
492
492
492
492
494
491
492
493
491
491
495
493
