Sensor0,Sensor1,Sensor2,Sensor3,Sensor4
21249,21761,20481,-10751,20737
22017,21505,21249,30209,21249
22017,21761,21761,1793,20737
21761,21505,20993,-4095,21249
21761,21505,21505,28929,20993
21761,21249,21505,3329,20993
21505,20993,21249,-1023,21249
21249,20737,22273,26369,21761
21761,20993,21505,4609,21505
21249,20993,21505,1537,21762
20993,20993,21505,24321,22017
20993,21505,21505,7169,21505
21761,21505,20993,2817,21250
21761,21505,495,339,338
338,338,310,337,340
340,336,483,337,341
340,338,438,338,342
340,339,279,336,339
338,337,473,336,340
340,338,403,336,342
340,339,263,335,339
338,342,472,337,339
339,339,376,337,341
338,340,253,337,337
337,340,471,338,338
337,340,356,340,339
338,338,248,338,338
337,338,474,339,337
337,340,340,341,338
338,339,246,340,338
337,339,479,339,337
337,338,325,340,337
338,337,248,339,337
338,338,481,339,338
339,337,312,339,338
341,338,252,339,339
339,337,479,338,339
340,338,299,336,340
337,338,255,338,340
337,333,478,337,338
338,340,287,336,341
338,340,261,339,337
339,336,474,340,339
339,338,274,340,338
338,341,269,340,338
337,337,472,340,340
341,338,262,339,340
339,338,276,339,340
338,337,468,340,340
341,337,247,338,341
340,336,280,338,341
339,338,462,338,338
340,337,235,339,343
340,339,286,338,340
339,336,458,337,339
341,336,228,337,342
340,338,294,337,341
339,337,454,338,341
340,337,222,338,341
340,338,302,336,340
338,337,448,337,339
339,339,216,337,340
339,339,312,336,340
338,337,443,336,340
338,338,215,337,341
339,340,327,336,340
337,337,434,336,340
337,339,217,336,339
338,341,344,336,339
336,335,426,336,340
338,341,218,338,338
337,340,362,338,338
337,338,416,339,338
338,339,220,338,338
338,340,381,338,339
337,341,407,338,343
338,340,223,336,339
337,340,397,338,338
339,339,393,338,343
339,337,225,337,340
336,341,414,339,337
338,338,377,340,341
340,337,225,337,339
337,338,430,339,337
338,338,363,339,337
340,337,227,338,339
339,337,446,337,336
336,340,350,338,338
338,339,229,340,338
337,337,455,336,340
337,340,338,339,337
339,341,232,336,337
337,339,466,337,341
338,336,329,337,341
338,339,237,336,339
337,336,477,338,339
338,341,317,337,340
337,342,241,336,339
338,341,478,338,338
338,340,305,338,340
337,341,246,336,339
338,341,477,339,339
337,341,293,340,339
337,339,250,339,337
339,337,474,340,339
340,339,282,339,340
341,339,258,338,342
337,339,473,338,338
339,340,268,339,338
336,339,264,340,337
338,336,469,342,338
340,338,256,339,337
339,338,272,339,338
339,336,466,339,340
341,339,245,337,339
340,338,280,338,339
339,334,462,337,339
342,338,236,337,341
340,341,289,337,339
339,339,460,336,339
340,337,228,337,342
340,338,296,336,339
339,336,456,338,340
340,336,223,338,341
340,339,305,335,340
339,338,448,339,340
340,337,217,338,342
340,339,313,337,341
340,341,441,337,340
339,340,215,338,340
340,340,326,337,340
338,339,432,336,340
339,344,215,338,340
338,343,341,337,340
337,339,424,337,339
339,341,216,339,339
338,339,357,340,338
338,338,412,341,339
340,339,218,340,341
340,339,376,340,338
340,337,400,341,338
340,340,220,339,341
341,336,394,337,341
339,338,388,339,343
339,338,222,337,340
338,337,411,337,340
338,340,374,337,341
338,340,223,336,339
339,339,426,337,338
338,338,360,336,340
338,339,225,337,339
337,340,441,338,336
337,340,349,339,339
338,339,229,339,339
337,338,452,337,337
337,338,338,340,337
338,337,232,339,338
338,340,463,338,337
337,336,330,341,337
339,338,238,339,338
338,336,474,339,338
338,338,320,340,338
339,338,244,340,339
338,337,476,339,339
339,335,307,338,339
341,337,249,339,340
339,336,476,338,340
340,336,295,338,339
342,338,254,338,341
339,338,475,338,340
340,337,282,337,341
340,339,259,337,341
338,338,473,336,339
339,338,271,337,341
340,339,267,336,340
338,339,470,337,339
337,338,260,337,340
339,339,274,336,339
338,339,468,337,338
337,342,248,338,339
337,342,282,338,338
337,339,464,339,338
337,338,238,340,337
337,339,290,340,337
337,336,461,340,338
337,339,229,339,338
337,339,298,339,336
338,337,456,341,340
340,335,225,338,340
340,337,308,338,338
339,337,451,340,339
340,339,221,338,341
340,338,320,337,340
340,338,446,338,341
340,338,221,337,342
340,337,335,336,341
340,338,440,337,343
339,339,222,338,340
339,340,350,337,340
337,338,429,337,340
337,341,221,336,339
338,339,362,338,339
336,338,414,337,339
339,341,220,337,339
337,340,378,338,338
336,337,400,339,337
337,338,219,339,338
338,337,393,339,336
337,334,384,339,338
338,337,220,340,339
340,337,412,338,339
338,338,372,338,340
339,338,223,339,340
341,336,430,337,342
340,338,361,338,340
339,338,225,337,341
340,336,445,337,343
340,338,349,339,340
340,338,230,338,341
341,338,455,339,342
340,336,338,338,341
341,341,233,339,341
340,337,466,339,342
340,338,327,337,341
340,336,237,338,340
338,339,473,338,340
338,340,314,337,342
338,339,241,337,339
338,340,473,339,337
337,339,302,340,339
